record_id,citation_key,title,journal,publication_year,analysis_period,study_summary,case_report,case_report_conclusion,workflow_stage,specialty,specialty_other_detail,evaluation_target,device,dimensionality,image_modalities,image_modality_other_detail,rendering_type,rendering_other_detail,aux_visualization_content,anchoring_context,registration_method,perception_support,perception_cues,specialty_label,device_label,dimensionality_label,rendering_type_label,registration_method_label,workflow_stage_label,evaluation_target_label,image_modalities_label,anchoring_context_label,perception_cues_label,aux_visualization_content_label
366,Wen 2013,Projection-based visual guidance for robot-aided RF needle insertion,IJCARS,2013,2010-2015,This paper presents an AR guidance mechanism with a projector-camera system to provide the surgeon with direct visual feedback for supervision of robotic needle insertion in radiofrequency (RF) ablation treatment,False,,intraoperative,cardiothoracic,,phantom,spatial_projection,3d,ct,,surface_modeling,,tool_location,in_situ,marker_optical,,adaptive_presentation,Cardiothoracic,Spatial Projection,3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,CT,In-situ,Adaptive Presentation,Tool Location
320,Fritz 2014,MR-guided vertebroplasty with augmented reality image overlay navigation,Cadiovasc Intervent Radiol,2014,2010-2015,To evaluate the feasibility of magnetic resonance imaging (MRI)-guided vertebroplasty at 1.5 Tesla using augmented reality image overlay navigation.,,,intraoperative,orthopedic,,cadaver,spatial_projection_semtransparent,2d,mri,,no_post_processing,,,in_situ,markerless,False,,Orthopedic,Semi-transparent Projection,2D,No Post-processing,Markerless,Intraoperative,Cadaver,MRI,In-situ,,
53,J 2014,Spatially aware mobile interface for 3D visualization and interactive surgery planning,International Conference on Serious Games and Applications for Health,2014,2010-2015,Integration of volume visualization of real medical images with spatial information about the user and the data. Compare performance on different devices,False,,planning,general,,patient,body_handheld,3d,ct,,volume_rendering,,,in_situ,marker_other,False,,General,Handheld Device,3D,Volume Rendering,Other Marker,Planning,Patient,CT,In-situ,,
209,Kang 2014,Stereoscopic augmented reality for laparoscopic surgery,Surg Endosc,2014,2010-2015,a real-time stereoscopic augmented-reality (AR) system for laparoscopic surgery by merging live laparoscopic ultrasound (LUS) with stereoscopic video. The system creates two new visual cue stereo display,False,,intraoperative,abdominal,,phantom|animal,spatial_monitor,2d,us,,no_post_processing,,,in_situ,marker_optical,False,,Abdominal,Spatial Monitor,2D,No Post-processing,Optical Marker,Intraoperative,"Phantom, Animal",Ultrasound,In-situ,,
5825,Kersten-Oertel 2014,An Evaluation of Depth Enhancing Perceptual Cues for Vascular Volume Visualization in Neurosurgery,TVCG,2014,2010-2015,"Empirically test which perceptual depth cues (fog, pseudo-chromadepth, kinetic depth, edges, stereo) best support depth perception of cerebral vasculature",False,,intraoperative,neurosurgery,,dataset,spatial_monitor,3d,mri,,volume_rendering,,,off_situ,,True,occlusion|brightness|shadow|color,Neurosurgery,Spatial Monitor,3D,Volume Rendering,,Intraoperative,Dataset,MRI,Off-situ,"Occlusion, Brightness, Shadow, Color",
1662,Kersten-Oertel 2014,Augmented reality in neurovascular surgery: First experiences,MICCAI-AECAI,2014,2010-2015,give a qualitative evaluation based on comments from the OR and post-operative discussions with the neurosurgeons.,True,"In terms of visualization processing, our experiences show that we are not able to quickly work on changing the visualization properties on the fly in the OR. the use of augmented reality to aid in surgery, particularily in terms of localization of regions of interest in the vasculature and for planning of the craniotomy, the dural opening and the resection corridor.",intraoperative,neurosurgery,,patient,spatial_monitor,3d,angiography,,not_reported,,,off_situ,,True,color,Neurosurgery,Spatial Monitor,3D,Not Reported,,Intraoperative,Patient,Angiography,Off-situ,Color,
4,M 2014,A Semi-automatic Markerless Augmented Reality Approach for On-Patient Volumetric Medical Data Visualization,XVI Symposium on Virtual and Augmented Reality,2014,2010-2015,A marker-free augmented reality approach for on-patient volumetric medical data visualization,False,,method_development,oral_maxillofacial,,patient,spatial_monitor,3d,rgb,,volume_rendering,,,inter_situ,,False,,Oral & Maxillofacial,Spatial Monitor,3D,Volume Rendering,,Method Development,Patient,RGB Camera,Inter-situ,,
31,M 2014,Improving On-Patient Medical Data Visualization in a Markerless Augmented Reality Environment by Volume Clipping,"SIBGRAPI Conference on Graphics, Patterns and Images",2014,2010-2015,"To improve the human perception of an augmented reality scene, its virtual and real entities can be rendered accord- ing to the focus+context visualization.",False,,education,general,,patient,spatial_monitor,3d,ct,,volume_rendering,,,inter_situ,,True,occlusion,General,Spatial Monitor,3D,Volume Rendering,,Education,Patient,CT,Inter-situ,Occlusion,
5456,Pauly 2014,Relevance-based visualization to improve surgeon perception,International Conference on Information Processing in Computer-Assisted Interventions,2014,2010-2015,Improve surgeon perception by enhancing relevant objects (hands/instruments/background) via learning-based scene labeling and relevance-based visualization/fusion.,False,,intraoperative,orthopedic,,phantom,spatial_monitor,2d,xray,,no_post_processing,,,off_situ,,False,,Orthopedic,Spatial Monitor,2D,No Post-processing,,Intraoperative,Phantom,X-ray,Off-situ,,
274,Soler 2014,Real-time 3D image reconstruction guidance in liver resection surgery,Hepatobiliary Surg Nutr,2014,2010-2015,"Develop an AR system for MIS for surgical planning that combined direct volume rendierng and surface rendering. The planning part is VR, the AR part is manually register organ to Da vinci",False,,intraoperative,abdominal,,patient,microscope,3d,ct,,surface_modeling,,,inter_situ,,False,,Abdominal,Microscope,3D,Surface Modeling,,Intraoperative,Patient,CT,Inter-situ,,
5826,Abhari 2015,Training for Planning Tumour Resection: Augmented Reality and Human Factors,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2015,2010-2015,"we propose an AR system to assist novice surgeons in developing the cognitive skills demonstrated by experts in planning tumour resection interventions. Experiments are conducted to evaluate the proposed system by measuring the user performance, in both AR and conventional environments.",False,,planning,neurosurgery,,phantom,hmd_vst,3d,dti,,surface_modeling,,,in_situ,marker_optical,True,occlusion|shadow,Neurosurgery,HMD (Video See-Through),3D,Surface Modeling,Optical Marker,Planning,Phantom,DTI,In-situ,"Occlusion, Shadow",
191,BesharatiTabrizi 2015,Augmented reality-guided neurosurgery: accuracy and intraoperative application of an image projection technique,J Neurosurg,2015,2010-2015,evaluate system accuracy and to perform the first intraoperative application,False,,intraoperative,neurosurgery,,patient,spatial_projection,3d,mri,,surface_modeling,,,in_situ,marker_other,False,,Neurosurgery,Spatial Projection,3D,Surface Modeling,Other Marker,Intraoperative,Patient,MRI,In-situ,,
335,Chen 2015,Development of a surgical navigation system based on augmented reality using an optical see-through head-mounted display,Journal of Biomedical Informatics,2015,2010-2015,Basically presented a outside-in version of STTAR,,,intraoperative,orthopedic,,phantom|cadaver,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_optical,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,"Phantom, Cadaver",CT,In-situ,,
81,H 2015,Introducing Augmented Reality to Optical Coherence Tomography in Ophthalmic Microsurgery,IEEE International Symposium on Mixed and Augmented Reality,2015,2010-2015,Our method brings augmented reality to OCT for the first time by augmenting the surgeon’s view of the OCT images with an estimated instrument cross-section shape and distance to the retinal surface using only information from the shadow of the instrument in intraoperative OCT images.,False,,intraoperative,ophthalmic,,phantom,microscope,2d,oct,,no_post_processing,,,inter_situ,,False,,Ophthalmic,Microscope,2D,No Post-processing,,Intraoperative,Phantom,OCT,Inter-situ,,
292,Kersten-Oertel 2015,Augmented reality in neurovascular surgery: feasibility and first uses in the operating room,Int J Comput Assist Radiol Surg,2015,2010-2015,use an external camera to capture the live view of the patient on the operating room table and to merge this view of the patient on the OR. Compare several visualization techniues,False,,intraoperative,neurosurgery,,patient,microscope,3d,ct,,volume_rendering,,,in_situ,markerless,True,color|contour_edge,Neurosurgery,Microscope,3D,Volume Rendering,Markerless,Intraoperative,Patient,CT,In-situ,"Color, Contour Edge",
324,Pauly 2015,Machine learning-based augmented reality for improved surgical scene understanding,Comput Med Imaging Graph,2015,2010-2015,"This paper uses RGB-D sensing and learning to improve intraoperative scene understanding and depth cues. It combines RGB-D and X-ray information and segments the surgeon, surgical tools, and patient from the images. A possible future direction would be to use stronger segmentation algorithms to improve fusion quality. Depth information is encoded with a colormap.",False,,intraoperative,orthopedic,,phantom,spatial_monitor,2d,xray,,no_post_processing,,color_coding,in_situ,markerless,True,color,Orthopedic,Spatial Monitor,2D,No Post-processing,Markerless,Intraoperative,Phantom,X-ray,In-situ,Color,Color Coding
303,Ai 2016,Augmented reality based real-time subcutaneous vein imaging system,Biomed Opt Express,2016,2016-2020,The study was performed to reduce the failure rate and time required in intravenous injection by providing augmented vein structures that back-project superimposed veins on the skin surface of the hand.,False,,intraoperative,vascular,,patient,spatial_projection,2d,rgb,,other_process,segmented image,,in_situ,markerless,False,,Vascular,Spatial Projection,2D,Other Process,Markerless,Intraoperative,Patient,RGB Camera,In-situ,,
199,Choi 2016,An effective visualization technique for depth perception in augmented reality-based surgical navigation,Int J Med Robot 2016,2016,2016-2020,improve depth perception: Seamless switching between AR and VR,,,intraoperative,orthopedic,,phantom,spatial_monitor,3d,ct,,surface_modeling,,tool_location,off_situ,,True,metric,Orthopedic,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,Metric,Tool Location
690,Fischer 2016,Preclinical usability study of multiple augmented reality concepts for K-wire placement.,International Journal Computational Assist Radiology Surgery,2016,2016-2020,"This work conducts a preclinical usability study to test and evaluate mixed reality visualization techniques using intraoperative X-ray, optical, and RGBD imaging to augment the surgeon’s view to assist accurate placement of tools.",False,,intraoperative,orthopedic,,phantom,hmd_ost,3d,ct|xray,,surface_modeling,,tool_location,in_situ,markerless,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Phantom,"CT, X-ray",In-situ,,Tool Location
1696,Gerard 2016,Improving patient specific neurosurgical models with intraoperative ultrasound and augmented reality visualizations in a neuronavigation environment,Lect. Notes Comput. Sci.,2016,2016-2020,combine intraoperative ultrasound imaging and augmented reality visualization to improve the use of patient specific models throughout image-guided neurosurger,False,,intraoperative,neurosurgery,,patient,spatial_monitor,3d,mri,,surface_modeling,,,off_situ,,True,vague_pictorial,Neurosurgery,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Patient,MRI,Off-situ,Vague Pictorial,
574,Koreeda 2016,Virtually transparent surgical instruments in endoscopic surgery with augmentation of obscured regions.,IJCARS,2016,2016-2020,Use AR to show the anatomy covered by endoscopic tool,False,,intraoperative,abdominal,,animal,spatial_monitor,2d,rgb,,other_process,Other process,tool_coverage_region,in_situ,markerless,False,,Abdominal,Spatial Monitor,2D,Other Process,Markerless,Intraoperative,Animal,RGB Camera,In-situ,,Tool Coverage Region
267,Liu 2016,Laparoscopic stereoscopic augmented reality: toward a clinically viable electromagnetic tracking solution,J Med Imaging,2016,2016-2020,mount the EM sensors on the 3-D laparoscope and the LUS probe,False,,intraoperative,abdominal,,phantom,spatial_monitor,2d,us,,no_post_processing,,,off_situ,,False,,Abdominal,Spatial Monitor,2D,No Post-processing,,Intraoperative,Phantom,Ultrasound,Off-situ,,
182,Ma 2016,Personalized augmented reality for anatomy education,Clin Anat,2016,2016-2020,develop personalized an interactive AR system to help anatomy education,False,,education,general,,human_subject,spatial_monitor,3d,ct,,surface_modeling,,,inter_situ,,False,,General,Spatial Monitor,3D,Surface Modeling,,Education,Human Subject,CT,Inter-situ,,
5387,Roodaki 2016,A surgical guidance system for big-bubble deep anterior lamellar keratoplasty,MICCAI,2016,2016-2020,An AR guidance system with OCT image to do BB-DALK surgery,False,,intraoperative,ophthalmic,,animal,spatial_monitor,2d,oct,,volume_rendering,,tool_location,in_situ,markerless,True,,Ophthalmic,Spatial Monitor,2D,Volume Rendering,Markerless,Intraoperative,Animal,OCT,In-situ,,Tool Location
5371,Soeiro 2016,Mobile solution for brain visualization using augmented and virtual reality,International Conference Information Visualisation,2016,2016-2020,"Build a smartphone app using AR + VR to visualize a patient’s brain, originally aimed at supporting Transcranial Magnetic Stimulation (TMS) guidance, with adaptability to other uses.",False,,planning,neurosurgery,,dataset,body_handheld,3d,mri,,surface_modeling,,,in_situ,,False,,Neurosurgery,Handheld Device,3D,Surface Modeling,,Planning,Dataset,MRI,In-situ,,
